location,Da Nang International Airport,Da Nang International Airport,Da Nang International Airport,Da Nang International Airport
lat,15.87821,15.87821,15.87821,15.87821
lon,108.28125,108.28125,108.28125,108.28125
asl,26.241,26.241,26.241,26.241
variable,Temperature,Relative Humidity,Mean Sea Level Pressure,Precipitation Total
unit,°C,%,hPa,mm
level,2 m elevation corrected,2 m,MSL,sfc
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
,,,,
,,,,
timestamp,Temperature,Relative Humidity,Mean Sea Level Pressure,Total Precipitation
20190715T1800,34.405567,51.494453,1002,0
20190715T1900,33.32557,55.60381,1003,0
20190715T2000,33.045567,56.486446,1003.9,0
20190715T2100,32.05557,63.97637,1004.7,0
20190715T2200,30.935566,67.49807,1005.2,0
20190715T2300,30.605566,68.16892,1005.4,0
20190716T0000,30.275566,69.8902,1005,0
20190716T0100,30.155565,69.70124,1004.4,0
20190716T0200,29.415565,72.12994,1003.8,0
20190716T0300,29.345566,71.72869,1003.5,0
20190716T0400,29.265566,71.67196,1003.4,0
20190716T0500,30.005566,72.57473,1003.6,0
20190716T0600,30.815565,68.57669,1004.1,0
20190716T0700,31.835566,60.89009,1004.6,0
20190716T0800,32.975567,57.329224,1004.6,0
20190716T0900,36.195568,45.18525,1004.5,0
20190716T1000,36.765568,44.705654,1004.3,0
20190716T1100,37.39557,44.383858,1003.8,0
20190716T1200,37.82557,43.016678,1003.1,0
20190716T1300,37.14557,44.75002,1002.6,0
20190716T1400,36.635567,47.3415,1001.6,0.3
20190716T1500,36.025566,52.202084,1002.1,0.2
20190716T1600,36.675568,48.53348,1001.5,0
20190716T1700,34.495567,59.27627,1001.5,0
20190716T1800,33.585567,59.323254,1002.3,0
20190716T1900,33.12557,60.912643,1003.3,0
20190716T2000,32.57557,62.718544,1003.8,0
20190716T2100,31.965567,65.19493,1004.3,0
20190716T2200,31.385567,64.72878,1004.6,0
20190716T2300,31.115566,65.85198,1004.8,0
20190717T0000,30.305567,66.812485,1004.4,0
20190717T0100,29.815565,66.839005,1004,0
20190717T0200,29.635567,69.064156,1002.9,0
20190717T0300,29.405565,71.52326,1002.5,0
20190717T0400,28.885567,72.04106,1002.5,0
20190717T0500,29.475567,73.9368,1002.6,0
20190717T0600,29.965567,70.42507,1003,0
20190717T0700,31.205566,59.837704,1002.9,0
20190717T0800,32.725567,55.698536,1003.4,0
20190717T0900,35.585567,45.57958,1003.4,0
20190717T1000,36.03557,44.979153,1003.4,0
20190717T1100,35.975567,46.40764,1003.1,0
20190717T1200,35.975567,49.417755,1002.6,0
20190717T1300,36.23557,49.990253,1001.9,0
20190717T1400,36.335567,50.98252,1001.5,0
20190717T1500,35.73557,53.20261,1000.8,0
20190717T1600,35.365566,52.796566,1000.9,0
20190717T1700,34.225567,60.534145,1000.9,0
20190717T1800,33.445568,61.30955,1001.4,0
20190717T1900,33.00557,63.371758,1002.3,0
20190717T2000,32.96557,63.175095,1003,0
20190717T2100,32.41557,64.857185,1003.6,0
20190717T2200,31.675566,66.59546,1004.1,0
20190717T2300,31.405565,67.425095,1004.2,0
20190718T0000,31.045567,68.12801,1003.6,0
20190718T0100,30.705566,69.79917,1003.2,0
20190718T0200,30.635567,69.32867,1002.4,0
20190718T0300,30.495565,67.37433,1002.2,0
20190718T0400,30.105566,68.36346,1002,0
20190718T0500,30.535566,70.735794,1002.1,0
20190718T0600,30.765566,67.54706,1002.3,0
20190718T0700,31.495565,61.66787,1002.6,0
20190718T0800,32.93557,57.25088,1002.9,0
20190718T0900,35.835567,45.97877,1002.7,0
20190718T1000,36.675568,45.419437,1002.4,0
20190718T1100,37.07557,45.330616,1001.6,0
20190718T1200,38.16557,41.018814,1001.1,0
20190718T1300,38.355568,41.41862,1000.7,0
20190718T1400,38.265568,42.000736,1000.1,0
20190718T1500,36.78557,48.3866,1000.7,0.4
20190718T1600,34.925568,54.883873,1000.8,0
20190718T1700,32.705566,64.87621,1000.7,0
20190718T1800,33.175568,64.54673,1001.4,0
20190718T1900,33.445568,63.348774,1001.9,0
20190718T2000,33.32557,64.156784,1002.6,0
20190718T2100,32.815567,65.44015,1003.2,0
20190718T2200,32.34557,66.1309,1003.8,0
20190718T2300,32.095566,67.83614,1003.5,0
20190719T0000,32.39557,65.20211,1002.9,0
20190719T0100,31.945566,62.73751,1001.8,0
20190719T0200,31.695566,61.154495,1001.1,0
20190719T0300,31.015566,63.264828,1000.9,0
20190719T0400,30.805567,64.68984,1000.9,0
20190719T0500,31.025566,65.7552,1001.5,0
20190719T0600,31.145567,64.06006,1001.8,0
20190719T0700,32.25557,60.03352,1002.4,0
20190719T0800,33.475567,60.048435,1002.6,0
20190719T0900,35.955566,46.149693,1003.1,0
20190719T1000,37.28557,44.57034,1003.1,0
20190719T1100,38.675568,41.753933,1002.8,0
20190719T1200,39.695568,36.457817,1002.4,0
20190719T1300,39.725567,35.067196,1002.2,0
20190719T1400,39.655567,35.17767,1001.4,0
20190719T1500,38.475567,39.945118,1001.9,0
20190719T1600,38.37557,41.398804,1001.1,0
20190719T1700,35.315567,49.014442,1001.9,0
20190719T1800,33.80557,55.917877,1001.6,0
20190719T1900,33.12557,58.268505,1002.3,0
20190719T2000,32.865566,59.556168,1003.2,0
20190719T2100,32.075565,64.44161,1003.7,0
20190719T2200,31.885567,64.712654,1004.2,0
20190719T2300,31.695566,67.51986,1004.4,0
20190720T0000,31.355566,68.43004,1004,0
20190720T0100,31.445566,67.31183,1003.9,0
20190720T0200,31.515566,64.949486,1003.4,0
20190720T0300,31.035566,62.319584,1003.4,0
20190720T0400,31.025566,59.47094,1003.2,0
20190720T0500,31.025566,63.076015,1003.9,0
20190720T0600,31.525566,57.79903,1004,0
20190720T0700,33.265568,52.348957,1005.1,0
20190720T0800,34.59557,53.151833,1005.1,0
20190720T0900,37.48557,41.34028,1005.2,0
20190720T1000,38.615566,38.431335,1004.9,0
20190720T1100,39.57557,35.983723,1004.2,0
20190720T1200,39.795567,34.828842,1003.9,0
20190720T1300,39.405567,36.917763,1003.4,0
20190720T1400,38.455566,40.134457,1003.1,0
20190720T1500,36.225567,47.180058,1003.4,1.2
20190720T1600,34.12557,51.67549,1003.3,0
20190720T1700,33.265568,62.414253,1003.1,0
20190720T1800,32.615566,64.89695,1004,0
20190720T1900,32.205566,67.97751,1004.4,0
20190720T2000,31.945566,67.52645,1005.4,0
20190720T2100,31.935566,69.02623,1006,0
20190720T2200,31.425566,72.63304,1006.5,0
20190720T2300,31.165565,71.56399,1006.7,0
20190721T0000,30.605566,72.069,1006.3,0
20190721T0100,30.845566,68.009315,1005.7,0
20190721T0200,30.785566,66.66387,1005,0
20190721T0300,30.655565,65.44497,1004.8,0
20190721T0400,30.535566,64.245346,1004.8,0
20190721T0500,31.145567,64.91446,1005.2,0
20190721T0600,31.625566,65.636635,1005.6,0
20190721T0700,33.675568,52.576973,1005.8,0
20190721T0800,35.245567,49.413795,1006,0
20190721T0900,37.46557,39.434914,1005.8,0
20190721T1000,38.655567,36.471096,1006,0
20190721T1100,39.03557,34.776184,1005.8,0
20190721T1200,39.16557,36.472866,1005.3,0
20190721T1300,38.585567,38.049786,1004.7,0
20190721T1400,37.43557,39.330338,1004.3,1.1
20190721T1500,36.155567,42.65653,1004,0.2
20190721T1600,33.68557,58.53448,1004.6,0.9
20190721T1700,29.145567,84.030556,1004.4,9.4
20190721T1800,28.075565,86.40646,1005.5,4.7
20190721T1900,27.895567,81.92639,1005.3,0
20190721T2000,28.465567,79.24688,1006.4,0
20190721T2100,28.605566,80.45684,1007.2,0
20190721T2200,28.585566,80.59857,1007.5,0
20190721T2300,28.725567,79.99293,1007.2,0
20190722T0000,28.335566,80.56865,1006.9,0
20190722T0100,28.475567,80.15346,1005.6,0
20190722T0200,28.605566,79.644554,1005.4,0
20190722T0300,28.395567,80.52771,1005.1,0
20190722T0400,28.715567,79.70587,1004.9,0
20190722T0500,29.435566,81.03474,1005.1,0
20190722T0600,29.265566,80.34482,1005.5,0
20190722T0700,31.135567,73.45176,1005.4,0
20190722T0800,32.065567,68.1538,1005.4,0
20190722T0900,34.98557,53.953075,1005.6,0
20190722T1000,35.48557,54.493004,1005.4,0
20190722T1100,35.945568,54.406754,1005.3,0
20190722T1200,36.66557,51.7989,1004.3,0
20190722T1300,36.545567,52.765285,1003.4,0
20190722T1400,36.00557,55.169296,1003.8,0.8
20190722T1500,30.705566,82.668106,1003.7,1.8
20190722T1600,30.135567,81.7867,1003.3,0.7
20190722T1700,30.265566,80.986946,1003.1,0
20190722T1800,30.115566,80.11461,1004.1,0
20190722T1900,30.095566,80.58633,1005,0
20190722T2000,29.965567,82.10585,1005.7,0
20190722T2100,30.835566,80.247925,1006.4,0
20190722T2200,30.125566,82.55897,1006.4,0
20190722T2300,30.165565,82.708855,1006.4,0
20190723T0000,29.715567,80.25604,1005.9,0
20190723T0100,29.795567,78.3397,1005.1,0
20190723T0200,29.595566,75.699776,1004.4,0
20190723T0300,29.365566,74.31935,1004,0
20190723T0400,29.165565,73.04907,1003.9,0
20190723T0500,29.235565,70.42402,1004.2,0
20190723T0600,29.755566,69.42007,1004.4,0
20190723T0700,30.575565,65.508095,1004.6,0
20190723T0800,31.545567,62.352245,1004.8,0
20190723T0900,34.655567,47.352436,1004.8,0
20190723T1000,35.565567,44.719864,1004.6,0
20190723T1100,35.80557,44.946697,1004.3,0
20190723T1200,36.93557,41.42221,1003.9,0
20190723T1300,37.635567,38.999363,1003.2,0
20190723T1400,37.455566,39.191174,1002.5,0
20190723T1500,36.59557,43.376614,1001.8,0
20190723T1600,36.34557,44.083717,1002.4,0
20190723T1700,31.345566,74.88702,1002.9,1.5
20190723T1800,31.185566,76.6954,1003.9,0.2
20190723T1900,30.855566,79.593315,1004.1,0
20190723T2000,30.715567,79.1559,1004.8,0
20190723T2100,30.425566,80.95769,1005.4,0
20190723T2200,30.065565,83.38165,1005.4,0
20190723T2300,29.835566,83.65332,1005.3,0
20190724T0000,29.325565,81.55185,1005,0
20190724T0100,29.455566,80.03468,1004.2,0
20190724T0200,29.305567,78.13529,1004,0
20190724T0300,29.295567,74.799965,1003.9,0
20190724T0400,29.175566,72.91903,1003.9,0
20190724T0500,30.125566,69.779625,1004.1,0
20190724T0600,30.635567,64.96867,1005,0
20190724T0700,30.635567,62.956173,1005.5,0
20190724T0800,31.225567,58.83152,1006.1,0
20190724T0900,34.085567,52.200768,1006.1,0
20190724T1000,34.405567,51.36989,1006.2,0
20190724T1100,35.41557,49.816135,1005.8,0
20190724T1200,37.07557,45.057606,1005,0
20190724T1300,37.515568,44.576065,1004.5,0
20190724T1400,37.065567,44.137463,1003.5,0
20190724T1500,37.015568,45.83792,1003.2,0
20190724T1600,35.55557,46.89457,1003.4,1.7
20190724T1700,33.30557,59.65315,1003.6,0
20190724T1800,33.14557,58.202976,1004.1,0
20190724T1900,32.50557,65.69135,1005.2,0
20190724T2000,32.48557,68.55471,1006.1,0
20190724T2100,31.795567,73.511955,1006.9,0
20190724T2200,30.805567,75.38409,1007.5,0
20190724T2300,30.815565,73.57574,1007.4,0
20190725T0000,30.305567,71.120476,1007.2,0
20190725T0100,30.095566,70.6595,1006.5,0
20190725T0200,29.725567,72.18161,1006.3,0
20190725T0300,29.535566,69.54797,1005.8,0
20190725T0400,29.495565,66.252045,1006.1,0
20190725T0500,30.295567,66.81054,1006.7,0
20190725T0600,30.455566,65.05037,1007.1,0
20190725T0700,31.035566,60.67885,1007.5,0
20190725T0800,32.015568,57.177513,1008,0
20190725T0900,34.765568,50.076668,1008.2,0
20190725T1000,35.445568,49.58359,1008.1,0
20190725T1100,35.93557,49.229565,1007.4,0
20190725T1200,36.87557,43.186497,1006.8,0
20190725T1300,36.82557,41.876797,1005.6,0
20190725T1400,35.405567,51.615696,1005.3,0
20190725T1500,32.495567,68.31349,1005.1,0
20190725T1600,33.275566,70.9929,1006,0.3
20190725T1700,30.725567,75.90954,1005.8,1.7
20190725T1800,30.505566,72.656395,1006,0
20190725T1900,30.735565,72.17642,1006.3,0
20190725T2000,30.795567,71.034454,1007.1,0
20190725T2100,30.065565,76.26571,1007.7,0
20190725T2200,29.555567,78.30808,1007.9,0
20190725T2300,29.585566,77.11019,1008.1,0
20190726T0000,29.135567,79.33208,1007.7,0
20190726T0100,29.295567,77.023834,1007.4,0
20190726T0200,29.745565,72.66257,1006.6,0
20190726T0300,29.275566,69.88019,1006.6,0
20190726T0400,28.995565,68.11471,1006.6,0
20190726T0500,29.485565,67.508026,1007.1,0
20190726T0600,30.085566,68.855484,1007,0
20190726T0700,30.265566,63.685738,1007.5,0
20190726T0800,30.915565,62.74849,1007.8,0
20190726T0900,33.705566,53.646515,1007.7,0
20190726T1000,33.64557,54.845493,1007.5,0
20190726T1100,33.905567,55.039547,1007.1,0
20190726T1200,35.545567,51.402393,1006.3,0
20190726T1300,36.105568,50.712894,1005.2,0
20190726T1400,34.80557,56.217014,1004.7,0
20190726T1500,31.375566,75.3344,1005.1,2.4
20190726T1600,30.915565,75.133156,1005.1,1.5
20190726T1700,29.265566,77.01962,1005.8,0
20190726T1800,29.955566,73.13298,1005.9,0
20190726T1900,29.845566,79.42136,1006.6,0
20190726T2000,29.735565,80.06871,1006.7,0
20190726T2100,29.095566,87.66841,1007.3,0
20190726T2200,28.955566,87.70976,1007.5,0
20190726T2300,29.475567,86.26713,1007.2,0
20190727T0000,28.935566,85.86718,1006.6,0
20190727T0100,28.995565,86.125885,1006.1,0
20190727T0200,28.935566,85.36178,1005.3,0
20190727T0300,28.455566,85.016,1005.3,0
20190727T0400,28.505566,80.637115,1005.3,0
20190727T0500,29.235565,79.344734,1005.6,0
20190727T0600,29.075565,76.396675,1005.6,0
20190727T0700,30.475567,67.16805,1005.9,0
20190727T0800,31.985565,63.2755,1006.4,0
20190727T0900,35.205566,47.928467,1006.5,0
20190727T1000,35.385567,48.207634,1006.6,0
20190727T1100,35.705566,48.669727,1006.2,0
20190727T1200,35.53557,51.091988,1005.4,0
20190727T1300,34.89557,51.958416,1004.2,0
20190727T1400,35.91557,51.67831,1004,0.2
20190727T1500,32.365566,71.97519,1004.4,1.5
20190727T1600,31.505566,75.79828,1004.2,3.5
20190727T1700,29.005566,88.64636,1004.3,2
20190727T1800,29.235565,87.57575,1004.7,0.3
20190727T1900,29.005566,86.584785,1005.1,0.4
20190727T2000,28.925566,86.83386,1006.3,0.7
20190727T2100,28.155565,90.38539,1007.3,0.5
20190727T2200,27.905565,88.83464,1007.3,0
20190727T2300,28.285566,88.493286,1007.3,0
20190728T0000,27.965567,88.99647,1006.5,0
20190728T0100,27.795567,87.72788,1005.4,0
20190728T0200,27.915565,88.101654,1005,0
20190728T0300,27.875566,87.5778,1004.9,0
20190728T0400,27.775566,86.79339,1005,0
20190728T0500,28.395567,85.51614,1005.2,0
20190728T0600,28.645567,84.33102,1005.5,0
20190728T0700,29.435566,79.040565,1005.8,0
20190728T0800,30.495565,74.05194,1006.1,0
20190728T0900,33.445568,59.185898,1006.1,0
20190728T1000,34.41557,55.959038,1006,0
20190728T1100,34.315567,57.60002,1005.8,0
20190728T1200,34.62557,57.395782,1004.9,0
20190728T1300,35.475567,56.57231,1004.6,0
20190728T1400,33.28557,57.331112,1004.5,6.1
20190728T1500,29.835566,77.46642,1004.3,8.9
20190728T1600,28.965567,83.17173,1005,2.8
20190728T1700,28.035566,89.21181,1005.6,1
20190728T1800,28.385567,86.688255,1005.4,0.1
20190728T1900,28.425566,86.07791,1006,0
20190728T2000,28.235565,87.345985,1006.4,0
20190728T2100,28.095566,87.335266,1007.4,0
20190728T2200,27.565565,88.33846,1007.5,0
20190728T2300,27.875566,87.83794,1007.3,0
20190729T0000,27.535566,89.2855,1006.5,0
20190729T0100,27.345566,88.37546,1005.8,0
20190729T0200,27.245565,87.42573,1005,0
20190729T0300,27.345566,83.601814,1004.4,0
20190729T0400,27.415565,81.725,1004.6,0
20190729T0500,28.155565,78.63892,1004.9,0
20190729T0600,28.325565,76.70237,1005.2,0
20190729T0700,30.045567,71.41755,1005.8,0
20190729T0800,30.945566,68.39554,1006.3,0.1
20190729T0900,32.39557,63.246395,1006,0
20190729T1000,32.62557,64.86029,1006.3,0.1
20190729T1100,32.30557,67.27334,1005.7,0.4
20190729T1200,32.745567,64.96138,1005.2,0
20190729T1300,33.30557,65.34216,1004.8,0
20190729T1400,33.155567,67.3526,1004.6,1.6
20190729T1500,31.185566,72.16477,1004.1,2.2
20190729T1600,30.325565,76.16726,1004.1,0.7
20190729T1700,28.715567,82.55562,1004.7,0
20190729T1800,28.755566,80.57083,1004.9,0
20190729T1900,28.365566,82.96141,1005.2,0
20190729T2000,28.545567,82.53737,1005.5,0
20190729T2100,27.985565,88.787415,1006.1,0
20190729T2200,27.735565,89.77556,1006.5,0
20190729T2300,27.765566,88.720024,1006.4,0
20190730T0000,27.465567,87.54679,1005.6,0
20190730T0100,27.805567,81.720345,1004.7,0
20190730T0200,27.585566,77.99681,1003.9,0
20190730T0300,27.615566,76.32276,1003.5,0
20190730T0400,27.415565,77.082886,1003.2,0
20190730T0500,27.885567,76.22395,1003.4,0
20190730T0600,27.865566,77.75346,1003.2,0
20190730T0700,28.625566,76.56119,1003.9,0
20190730T0800,29.065565,75.21462,1004.4,0
20190730T0900,31.595566,63.920933,1004.3,0
20190730T1000,32.23557,62.347652,1004.1,0
20190730T1100,32.195568,62.077785,1003.6,0
20190730T1200,33.23557,61.045628,1003.3,0
20190730T1300,33.14557,62.12934,1002.3,0
20190730T1400,32.775566,64.69739,1001.6,0.9
20190730T1500,31.735565,71.65922,1001.2,1.6
20190730T1600,30.985565,74.52378,1000.9,0.9
20190730T1700,28.635567,90.78445,1000.8,0
20190730T1800,28.615566,90.03965,1001.7,0.2
20190730T1900,28.285566,90.552475,1002.3,0.1
20190730T2000,28.455566,91.57874,1002.8,0
20190730T2100,28.445566,92.334045,1003.6,0
20190730T2200,28.035566,89.793594,1003.6,0
20190730T2300,28.195566,86.570206,1003.2,0
20190731T0000,28.125566,82.099075,1002.4,0
20190731T0100,28.045567,79.52637,1001.4,0
20190731T0200,27.855566,79.454506,1000.9,0
20190731T0300,27.485565,81.683914,1000.6,0
20190731T0400,27.695566,79.19548,1000.4,0
20190731T0500,27.795567,79.78175,1000,0
20190731T0600,27.765566,86.072845,1000.6,0
20190731T0700,28.415565,79.85918,1001.4,0.1
20190731T0800,28.525566,79.349434,1001.8,0.2
20190731T0900,29.245565,75.24169,1002.1,0.2
20190731T1000,29.155565,74.958115,1002.3,0.1
20190731T1100,28.745565,77.362564,1002,0.1
20190731T1200,29.215567,77.751495,1001.2,0.1
20190731T1300,29.745565,78.24022,1000.8,0.1
20190731T1400,29.955566,76.06875,1000.1,0.1
20190731T1500,30.025566,77.400475,999.8,0.2
20190731T1600,29.765566,74.73748,999.7,0.2
20190731T1700,30.195566,82.17904,999.4,0
20190731T1800,29.765566,86.95052,999.3,0
20190731T1900,29.185566,89.33664,999.9,0
20190731T2000,29.175566,87.57134,1000.7,0
20190731T2100,29.305567,82.618484,1001.3,0
20190731T2200,28.935566,78.22582,1001.9,0
20190731T2300,29.345566,75.5273,1001.7,0
20190801T0000,28.535566,70.42819,1001.2,0
20190801T0100,28.475567,68.64127,1000.4,0
20190801T0200,28.515566,67.15779,999.7,0
20190801T0300,28.455566,68.01266,999.6,0
20190801T0400,28.775566,67.701256,999.4,0
20190801T0500,29.205566,67.33175,999.3,0
20190801T0600,29.125566,69.47383,999.9,0
20190801T0700,28.935566,72.092964,1000.6,0
20190801T0800,29.025566,74.08818,1001.1,0.1
20190801T0900,30.195566,65.749985,1001.2,0.2
20190801T1000,31.015566,65.20171,1001.3,0
20190801T1100,31.025566,67.47461,1001.3,0.8
20190801T1200,32.865566,60.05901,1000.7,0
20190801T1300,32.025566,63.435753,1000.2,0
20190801T1400,32.05557,59.73638,999.3,0
20190801T1500,32.32557,58.794052,999.2,0
20190801T1600,32.355568,58.375927,999,0
20190801T1700,30.915565,64.98568,998.2,0
20190801T1800,30.775566,62.909306,999.5,0
20190801T1900,30.715567,62.40285,1000.3,0
20190801T2000,30.605566,62.68313,1000.9,0
20190801T2100,30.325565,63.159054,1001.7,0
20190801T2200,29.885567,64.19004,1001.8,0
20190801T2300,29.705566,65.21546,1001.6,0
20190802T0000,29.435566,65.67872,1001,0
20190802T0100,29.515566,65.57494,1000.4,0
20190802T0200,29.595566,64.326004,999.9,0
20190802T0300,29.635567,62.74504,999.7,0
20190802T0400,29.715567,62.379765,998.9,0
20190802T0500,29.575565,66.83308,999.6,0
20190802T0600,29.755566,67.03004,1000,0
20190802T0700,30.335566,66.296196,1000.3,0
20190802T0800,31.505566,63.214066,1001,0
20190802T0900,33.585567,52.554955,1000.9,0
20190802T1000,34.085567,51.571724,1000.7,0
20190802T1100,34.53557,50.69106,1000.3,0
20190802T1200,35.16557,47.91826,999.7,0
20190802T1300,35.71557,47.13539,999.5,0
20190802T1400,35.115566,48.964035,999.1,0
20190802T1500,34.75557,51.33198,999.2,0
20190802T1600,34.03557,51.74742,998.9,0
20190802T1700,32.34557,56.73517,999.2,0
20190802T1800,31.715567,56.03858,999.4,0
20190802T1900,31.785566,53.93596,999.8,0
20190802T2000,31.455566,53.72346,1000.8,0
20190802T2100,30.355566,59.247803,1001.2,0.1
20190802T2200,30.095566,61.779064,1001.2,0
20190802T2300,30.135567,62.1277,1000.9,0
20190803T0000,30.105566,64.822525,1000.5,0
20190803T0100,30.035566,65.87767,1000,0
20190803T0200,29.835566,65.958,999.3,0
20190803T0300,29.715567,64.70402,999.1,0
20190803T0400,29.935566,62.57924,998.8,0
20190803T0500,30.655565,60.153904,999.2,0
20190803T0600,30.475567,60.740784,999.5,0
20190803T0700,31.265566,58.76896,999.7,0
20190803T0800,32.015568,54.991177,1000.5,0
20190803T0900,33.025566,52.194317,1000.4,0
20190803T1000,33.18557,53.358536,1000.6,0
20190803T1100,33.80557,51.81649,1000.5,0
20190803T1200,35.175568,48.506298,1000.1,0
20190803T1300,35.225567,49.05115,999.4,0
20190803T1400,35.09557,49.226776,998.8,0
20190803T1500,34.68557,49.81434,998.2,0
20190803T1600,34.545567,48.34624,997.9,0
20190803T1700,32.725567,54.130154,998.4,0
20190803T1800,31.785566,54.801884,998.9,0
20190803T1900,31.595566,54.521797,999.5,0
20190803T2000,30.965567,56.205135,1000.6,0
20190803T2100,30.515566,56.61887,1000.6,0
20190803T2200,30.245565,56.72977,1001.3,0
20190803T2300,30.105566,56.766773,1001.2,0
20190804T0000,29.825565,59.822037,1001.1,0
20190804T0100,29.585566,60.618828,1000.5,0
20190804T0200,29.355566,62.647125,1000,0
20190804T0300,28.745565,67.20228,999.6,0
20190804T0400,28.665565,68.50971,999.5,0
20190804T0500,29.245565,70.2983,999.8,0
20190804T0600,29.485565,72.66353,1000.2,0
20190804T0700,30.225567,67.12028,1001.3,0
20190804T0800,31.295567,62.980145,1002,0
20190804T0900,33.695568,53.030228,1002,0
20190804T1000,33.93557,52.385857,1001.9,0
20190804T1100,34.82557,49.909893,1001.4,0
20190804T1200,35.57557,46.558834,1001.1,0
20190804T1300,36.405567,44.180016,1000.6,0
20190804T1400,36.21557,43.03943,999.9,0
20190804T1500,34.93557,45.913857,999.2,0
20190804T1600,33.945568,49.235886,999.4,0
20190804T1700,33.155567,55.09501,999.8,0
20190804T1800,32.05557,61.011246,1000.5,0
20190804T1900,31.295567,69.48836,1001.2,0
20190804T2000,30.905565,75.71149,1001.8,0
20190804T2100,30.005566,83.130974,1002.1,0
20190804T2200,29.555567,86.07131,1002.8,0
20190804T2300,29.145567,88.75979,1003.1,0
20190805T0000,28.565565,92.50156,1002.7,0
20190805T0100,28.465567,93.80759,1002.2,0
20190805T0200,28.555567,94.47105,1001.6,0
20190805T0300,27.855566,95.2882,1001.5,0
20190805T0400,28.105566,91.77809,1001.5,0
20190805T0500,29.115566,83.53236,1001.9,0
20190805T0600,29.665565,79.44591,1002.7,0
20190805T0700,30.205566,72.82459,1003.1,0
20190805T0800,30.435566,69.25108,1003.5,0
20190805T0900,33.07557,53.364304,1003.4,0
20190805T1000,33.82557,53.707867,1003.1,0
20190805T1100,33.905567,55.438686,1002.6,0
20190805T1200,35.175568,51.373417,1002.2,0
20190805T1300,34.43557,55.56277,1001.9,0
20190805T1400,32.295567,67.35141,1001.7,0
20190805T1500,31.185566,72.121956,1002.3,0
20190805T1600,31.875566,71.42869,1001.5,0
20190805T1700,30.535566,76.55907,1001.5,0
20190805T1800,30.465567,76.68524,1001.8,0
20190805T1900,29.495565,82.103264,1003.2,1.5
20190805T2000,29.395567,84.15396,1004,0
20190805T2100,28.155565,90.919716,1004.7,0
20190805T2200,27.395567,93.38685,1004.6,0
20190805T2300,27.495565,92.075874,1004.7,0
20190806T0000,27.195566,92.00787,1004.4,0
20190806T0100,27.275566,92.886986,1004,0
20190806T0200,27.515566,91.263504,1003.5,0.8
20190806T0300,26.985565,95.32583,1003.5,0.6
20190806T0400,26.885567,93.86798,1003.4,0.4
20190806T0500,27.505566,92.78628,1003.8,0
20190806T0600,27.905565,89.20347,1003.5,0
20190806T0700,28.975567,85.76935,1004.1,0
20190806T0800,29.765566,80.49978,1004.6,0
20190806T0900,32.175568,67.770454,1004.6,0
20190806T1000,32.975567,63.81999,1004.3,0
20190806T1100,32.75557,64.6549,1003.8,0
20190806T1200,32.59557,69.18517,1003.2,0.1
20190806T1300,31.915565,74.00838,1002.4,3.6
20190806T1400,32.525566,76.032845,1001.7,0
20190806T1500,32.155567,78.27844,1001.8,0
20190806T1600,30.695566,79.1068,1001.4,0
20190806T1700,31.465567,81.312904,1001.5,0
20190806T1800,30.575565,79.04511,1001.8,1
20190806T1900,30.415565,83.41661,1002.4,0
20190806T2000,29.965567,87.322464,1002.9,0
20190806T2100,29.255566,91.61585,1003.8,0
20190806T2200,28.685566,93.81439,1004.2,0
20190806T2300,28.365566,94.41077,1004.1,0
20190807T0000,28.005566,95.73922,1003.9,0
20190807T0100,28.075565,96.07739,1003.5,0
20190807T0200,28.015566,95.90781,1002.9,0
20190807T0300,27.895567,96.63926,1002.6,0.4
20190807T0400,28.365566,91.628334,1002.4,0
20190807T0500,28.475567,91.203865,1002,0
20190807T0600,28.745565,89.047134,1002.2,0
20190807T0700,29.425566,83.31718,1002.4,0
20190807T0800,30.305567,76.79922,1002.6,0
20190807T0900,33.315567,61.39164,1002.3,0
20190807T1000,33.945568,59.90044,1002.3,0
20190807T1100,34.385567,60.82044,1001.4,0
20190807T1200,34.855568,60.16908,1000.5,0
20190807T1300,34.495567,64.012665,999.8,0
20190807T1400,33.84557,71.25423,999.2,2.2
20190807T1500,32.73557,77.22272,999.1,0
20190807T1600,33.225567,75.20785,998.7,0
20190807T1700,31.255566,80.25066,999.2,0
20190807T1800,30.855566,81.81761,999.4,0
20190807T1900,30.625566,83.68177,1000.4,0
20190807T2000,30.515566,85.151146,1000.9,0
20190807T2100,29.615566,92.92048,1001.6,0
20190807T2200,29.165565,96.65223,1002.1,0
20190807T2300,28.625566,98.46318,1002.4,0.1
20190808T0000,27.975567,99.04173,1001.8,0.8
20190808T0100,27.925566,99.27364,1001,0
20190808T0200,27.885567,99.158134,1000.4,0
20190808T0300,27.905565,96.97951,1000.1,0
20190808T0400,27.815565,97.32018,999.7,0
20190808T0500,29.015566,84.41625,999.2,0
20190808T0600,29.415565,80.172386,999.9,0
20190808T0700,30.575565,73.97636,1000.4,0
20190808T0800,31.705566,69.72669,1001,0
20190808T0900,34.265568,56.294178,1001.2,0
20190808T1000,35.09557,55.716408,1001.1,0
20190808T1100,35.115566,56.894703,1000.6,0
20190808T1200,35.635567,57.080467,999.9,0
20190808T1300,36.385567,58.234795,999.3,0
20190808T1400,35.675568,65.91413,998.7,0
