location,Da Nang International Airport,Da Nang International Airport,Da Nang International Airport,Da Nang International Airport
lat,15.87821,15.87821,15.87821,15.87821
lon,108.28125,108.28125,108.28125,108.28125
asl,26.241,26.241,26.241,26.241
variable,Temperature,Relative Humidity,Mean Sea Level Pressure,Precipitation Total
unit,°C,%,hPa,mm
level,2 m elevation corrected,2 m,MSL,sfc
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
,,,,
,,,,
timestamp,Temperature,Relative Humidity,Mean Sea Level Pressure,Total Precipitation
20190122T1500,21.345566,86.722565,1018.5,0
20190122T1600,21.765566,85.47288,1018.6,0
20190122T1700,21.075565,86.75259,1018.3,0
20190122T1800,21.565565,84.392204,1018.9,0
20190122T1900,21.915565,83.95606,1019,0
20190122T2000,22.165565,82.16946,1019.3,0
20190122T2100,21.745565,82.2741,1019.7,0
20190122T2200,21.085566,83.65601,1019.7,0.1
20190122T2300,20.825565,81.64751,1019.5,0.3
20190123T0000,20.755566,83.041916,1019.5,0.3
20190123T0100,20.575565,84.92705,1019,0.4
20190123T0200,20.615566,84.8243,1018.6,0.2
20190123T0300,20.375566,84.26618,1018.4,0.1
20190123T0400,20.195566,81.6729,1018,0.2
20190123T0500,19.375566,93.46673,1018.5,0.3
20190123T0600,19.665565,92.83729,1018.7,0.2
20190123T0700,19.955566,90.099556,1019.5,0.3
20190123T0800,19.715567,93.1894,1019.9,0.3
20190123T0900,22.365566,78.230545,1020.4,0.4
20190123T1000,22.555567,79.491585,1020.3,0.1
20190123T1100,22.865566,79.58277,1019.8,0
20190123T1200,24.125566,72.74457,1019,0.1
20190123T1300,24.115566,70.85578,1018.1,0
20190123T1400,23.675566,71.98671,1017.2,0
20190123T1500,22.855566,74.42282,1016.8,0
20190123T1600,22.825565,75.028725,1016.9,0
20190123T1700,22.145567,77.8558,1016.6,0
20190123T1800,21.675566,81.29126,1017.1,0
20190123T1900,21.765566,82.74139,1017.7,0
20190123T2000,20.965567,84.435036,1018.2,0
20190123T2100,20.395567,87.73241,1018.4,0
20190123T2200,20.895567,84.799805,1018.6,0
20190123T2300,20.855566,85.276405,1018.2,0
20190124T0000,20.915565,84.006294,1017.9,0
20190124T0100,21.545567,77.03449,1017.7,0
20190124T0200,21.535566,75.967476,1016.8,0
20190124T0300,20.935566,78.02465,1016.9,0
20190124T0400,20.995565,79.68148,1016.7,0
20190124T0500,21.395567,81.35861,1017.5,0
20190124T0600,21.305567,82.3771,1018.3,0
20190124T0700,20.545567,86.37864,1018.7,0
20190124T0800,20.985565,86.527596,1019.5,0
20190124T0900,24.065565,67.454636,1019.9,0.1
20190124T1000,24.175566,67.39147,1020,0.1
20190124T1100,23.515566,71.46258,1019.6,0
20190124T1200,24.945566,66.953545,1018.7,0
20190124T1300,24.545567,68.963715,1017.6,0
20190124T1400,24.415565,69.11219,1016.7,0
20190124T1500,24.835566,67.86176,1016.4,0
20190124T1600,25.205566,65.4688,1016.3,0
20190124T1700,22.495565,79.18569,1016.8,0
20190124T1800,21.585566,89.26142,1017.3,0
20190124T1900,21.985565,85.38787,1017.1,0
20190124T2000,23.065565,79.213684,1017.5,0
20190124T2100,22.985565,79.94661,1017.7,0
20190124T2200,22.725567,80.61327,1017.7,0
20190124T2300,22.055567,82.05379,1017.4,0
20190125T0000,21.255566,86.9314,1017.4,0
20190125T0100,21.085566,87.625435,1016.7,0
20190125T0200,21.265566,87.91415,1016.5,0
20190125T0300,21.125566,89.45087,1016.4,0
20190125T0400,21.285566,88.96257,1016.8,0
20190125T0500,18.495565,95.15388,1017.7,0
20190125T0600,18.565565,96.36264,1018.1,0
20190125T0700,18.925566,96.18975,1019,0
20190125T0800,19.805567,94.60294,1019.9,0
20190125T0900,23.425566,73.95773,1020.6,0
20190125T1000,23.695566,72.488716,1020.4,0
20190125T1100,23.925566,69.93695,1019.7,0
20190125T1200,25.635567,63.09613,1019,0
20190125T1300,25.635567,63.016827,1018,0
20190125T1400,25.865566,62.593136,1017.4,0
20190125T1500,25.895567,63.112762,1016.9,0
20190125T1600,25.535566,64.03341,1017.3,0
20190125T1700,23.495565,78.87874,1017.5,0
20190125T1800,22.995565,81.65631,1018.7,0
20190125T1900,22.005566,86.13656,1019,0
20190125T2000,21.265566,87.5858,1019.9,0
20190125T2100,20.585566,86.98105,1020.1,0
20190125T2200,20.825565,87.933174,1020.4,0
20190125T2300,20.615566,88.57921,1020.2,0
20190126T0000,21.665565,87.292725,1019.9,0.3
20190126T0100,21.095566,89.56027,1019.7,0.2
20190126T0200,21.295567,87.53369,1019.2,0.1
20190126T0300,21.685566,87.45742,1019.1,0
20190126T0400,21.375566,89.02459,1019,0.1
20190126T0500,21.575565,91.50167,1019.5,0
20190126T0600,21.395567,91.83239,1019.5,0.1
20190126T0700,21.685566,89.71253,1020.2,0.1
20190126T0800,21.945566,92.25907,1020.7,0.1
20190126T0900,24.225567,82.10513,1021.3,0.2
20190126T1000,23.535566,81.418205,1021.5,0.9
20190126T1100,23.395567,84.21607,1021.4,0.3
20190126T1200,24.615566,77.67768,1020.3,0.5
20190126T1300,24.825565,76.235146,1019.5,0.1
20190126T1400,25.065565,74.317986,1018.6,0.4
20190126T1500,24.545567,79.31386,1018.2,0
20190126T1600,23.965567,80.570145,1018.2,0
20190126T1700,23.035566,83.349304,1018.5,0.1
20190126T1800,23.035566,83.50427,1019,0.1
20190126T1900,23.115566,83.92723,1019.4,0
20190126T2000,23.435566,83.29001,1020,0
20190126T2100,23.165565,80.069664,1020.1,0.1
20190126T2200,23.095566,80.50993,1020.6,0
20190126T2300,22.685566,80.007,1020.2,0.2
20190127T0000,22.255566,80.000534,1019.8,0.2
20190127T0100,22.295567,80.45762,1019.6,0
20190127T0200,21.745565,83.67596,1019,0.3
20190127T0300,22.135567,81.55203,1018.8,0
20190127T0400,22.075565,81.697845,1019,0
20190127T0500,21.685566,82.31856,1019.4,0.1
20190127T0600,21.525566,81.93891,1019.8,0.2
20190127T0700,21.705566,83.201866,1020.7,0
20190127T0800,22.715567,83.884796,1021.2,0
20190127T0900,23.495565,75.60668,1021.8,0.4
20190127T1000,23.205566,76.4171,1021.6,0.1
20190127T1100,23.275566,75.903946,1021.4,0.1
20190127T1200,24.035566,71.95976,1020.4,0
20190127T1300,24.205566,71.58553,1019.5,0.2
20190127T1400,24.245565,72.40259,1018.6,0.2
20190127T1500,24.565565,73.27433,1017.7,0
20190127T1600,24.045567,74.33755,1017.6,0
20190127T1700,22.615566,81.255264,1017.6,0
20190127T1800,21.115566,88.06669,1018.1,0
20190127T1900,20.995565,87.89213,1018.3,0
20190127T2000,23.205566,78.49589,1018.5,0
20190127T2100,22.875566,83.538635,1018.6,0
20190127T2200,21.055567,90.96206,1018.5,0
20190127T2300,20.215567,92.40093,1018.2,0
20190128T0000,19.945566,95.08132,1017.9,0
20190128T0100,20.155565,94.96957,1017.5,0
20190128T0200,21.225567,93.43029,1017.1,0
20190128T0300,21.185566,93.37077,1016.9,0
20190128T0400,20.845566,92.95117,1016.8,0
20190128T0500,20.995565,85.18342,1017.2,0
20190128T0600,21.075565,83.97082,1017.9,0
20190128T0700,21.005566,84.0688,1018.4,0
20190128T0800,20.565565,87.746605,1018.9,0
20190128T0900,22.885567,77.91366,1019.7,0
20190128T1000,22.805567,79.87317,1019.7,0
20190128T1100,23.195566,81.02421,1019.6,0
20190128T1200,24.765566,77.45978,1018.4,0
20190128T1300,24.295567,79.57471,1017.4,0.1
20190128T1400,24.795567,77.1779,1016.6,0.1
20190128T1500,24.405565,80.27862,1016.2,0.2
20190128T1600,23.695566,84.402626,1016.2,0.1
20190128T1700,23.185566,83.26262,1016.3,0
20190128T1800,22.445566,87.41256,1016.9,0
20190128T1900,22.285566,89.80864,1017,0.1
20190128T2000,22.645567,89.66692,1017.4,0
20190128T2100,23.505566,84.90455,1017.7,0
20190128T2200,23.005566,84.38413,1017.8,0
20190128T2300,22.805567,86.476555,1017.7,0.1
20190129T0000,22.825565,80.77676,1017.4,0
20190129T0100,21.935566,89.56315,1017.1,0.2
20190129T0200,21.615566,90.60194,1016.5,0.1
20190129T0300,21.215567,92.62324,1016.1,0.1
20190129T0400,20.895567,93.41626,1016.1,0
20190129T0500,21.325565,94.83051,1016.2,0
20190129T0600,21.465567,95.42134,1016.7,0
20190129T0700,21.595566,94.08215,1017,0
20190129T0800,21.125566,96.359245,1018,0
20190129T0900,23.275566,86.73139,1018.2,0
20190129T1000,23.135567,89.754776,1018.8,0.2
20190129T1100,23.395567,85.62874,1018.4,0.3
20190129T1200,23.975567,80.82049,1017.7,0.2
20190129T1300,24.705566,78.70268,1016.8,0.2
20190129T1400,24.605566,79.22418,1015.9,0
20190129T1500,24.655565,81.60258,1016,0
20190129T1600,24.535566,83.35796,1016.2,0
20190129T1700,23.335566,90.54016,1015.9,0.1
20190129T1800,23.385567,91.48823,1016.9,0
20190129T1900,24.035566,89.64975,1017.3,0
20190129T2000,23.115566,91.9785,1018,0
20190129T2100,23.465567,90.548,1018.2,0.3
20190129T2200,22.645567,91.50425,1018.6,0.2
20190129T2300,22.565565,90.43744,1018.2,0.1
20190130T0000,22.385567,89.92614,1018.1,0.2
20190130T0100,22.295567,90.08672,1017.6,0.1
20190130T0200,22.095566,89.79591,1017.3,0.1
20190130T0300,21.695566,92.075714,1017,0
20190130T0400,21.355566,93.84099,1017,0.1
20190130T0500,21.655565,93.79481,1017.3,0.1
20190130T0600,20.915565,97.37196,1017.7,0
20190130T0700,21.625566,97.50062,1018.4,0
20190130T0800,21.575565,97.55995,1019.1,0.4
20190130T0900,23.865566,82.41816,1019.6,0.2
20190130T1000,25.235565,81.57123,1019.7,0.5
20190130T1100,24.955566,83.04729,1018.7,0.4
20190130T1200,26.455566,77.27439,1018,0.4
20190130T1300,26.175566,77.65994,1016.7,0
20190130T1400,26.315565,76.644005,1015.8,0
20190130T1500,26.455566,76.992355,1015.1,0
20190130T1600,26.335566,77.02205,1015.1,0
20190130T1700,24.365566,86.24412,1015.3,0
20190130T1800,23.635567,91.89255,1015.8,0
20190130T1900,23.305567,92.83363,1016.2,0
20190130T2000,24.405565,85.04457,1016.9,0
20190130T2100,24.285566,87.18969,1017.4,0
20190130T2200,23.355566,88.56771,1017.8,0
20190130T2300,21.285566,93.08656,1017.3,0
20190131T0000,20.715567,93.4666,1016.9,0
20190131T0100,20.495565,93.39903,1016,0
20190131T0200,20.695566,92.4828,1015.5,0
20190131T0300,21.165565,90.9122,1015.2,0
20190131T0400,21.465567,89.58611,1015.2,0
20190131T0500,21.755566,95.84069,1016.3,0
20190131T0600,21.485565,97.25968,1016.8,0
20190131T0700,21.135567,98.88502,1017.6,0
20190131T0800,22.165565,92.27,1018.3,0
20190131T0900,25.565565,71.33692,1018.9,0
20190131T1000,25.305567,74.448494,1019.3,0
20190131T1100,24.975567,77.44214,1019.2,0
20190131T1200,26.915565,70.874245,1018.5,0
20190131T1300,26.615566,72.9398,1017.5,0
20190131T1400,26.735565,72.46969,1016.7,0
20190131T1500,26.275566,74.01046,1016.5,0
20190131T1600,26.165565,73.6753,1016.5,0
20190131T1700,24.505566,82.5415,1017.1,0
20190131T1800,22.985565,89.634735,1017.5,0
20190131T1900,22.585566,90.3831,1018.1,0
20190131T2000,23.225567,85.82401,1018.8,0
20190131T2100,23.715567,85.50109,1018.9,0
20190131T2200,23.325565,88.51118,1019.3,0
20190131T2300,22.735565,91.17288,1019.3,0
20190201T0000,21.985565,96.1994,1019.2,0
20190201T0100,20.625566,96.587776,1018.7,0
20190201T0200,20.495565,96.166916,1018.5,0
20190201T0300,21.295567,97.676926,1018.2,0
20190201T0400,20.775566,99.55732,1018.2,0
20190201T0500,19.815565,98.759476,1018.2,0
20190201T0600,19.745565,98.39138,1018.6,0
20190201T0700,21.085566,97.49431,1019.2,0
20190201T0800,21.315565,99.433136,1020.2,0
20190201T0900,23.835566,85.40757,1020.5,0.8
20190201T1000,24.065565,83.769104,1020.7,0.7
20190201T1100,23.755566,87.842,1020.2,0.6
20190201T1200,24.675566,83.47504,1019.4,0.3
20190201T1300,24.855566,80.48356,1018.2,0.3
20190201T1400,24.385567,81.0705,1017.2,0
20190201T1500,25.055567,79.86967,1016.9,0
20190201T1600,25.305567,78.30232,1016.5,0
20190201T1700,24.225567,81.80271,1016.8,0
20190201T1800,23.085566,87.734924,1017,0
20190201T1900,22.565565,90.32626,1017.5,0
20190201T2000,22.265566,90.58614,1017.8,0.1
20190201T2100,23.145567,89.81047,1018.1,0.1
20190201T2200,21.665565,92.87388,1018.1,0
20190201T2300,22.565565,89.440895,1017.7,0
20190202T0000,21.115566,94.99983,1017.3,0
20190202T0100,21.105566,94.53067,1016.7,0
20190202T0200,21.185566,94.18329,1016.1,0
20190202T0300,20.825565,95.6402,1015.5,0
20190202T0400,20.715567,93.69916,1015.1,0
20190202T0500,20.765566,92.54383,1015.5,0
20190202T0600,20.625566,91.50492,1015.9,0
20190202T0700,20.315565,91.945625,1016.4,0
20190202T0800,20.695566,93.93147,1017.2,0
20190202T0900,24.155565,79.40899,1017.7,0
20190202T1000,24.915565,78.82812,1017.9,0
20190202T1100,24.695566,79.08998,1017.1,0
20190202T1200,25.925566,74.18164,1016,0
20190202T1300,26.615566,72.050316,1014.6,0
20190202T1400,26.755566,70.325005,1013.6,0
20190202T1500,26.825565,70.94537,1012.9,0
20190202T1600,26.465567,72.46846,1012.8,0
20190202T1700,24.945566,83.40184,1013.4,0
20190202T1800,24.155565,88.78861,1014.2,0
20190202T1900,23.665565,91.33612,1014.7,0
20190202T2000,23.315565,91.20549,1015.4,0
20190202T2100,24.445566,88.80931,1015.5,0
20190202T2200,23.285566,90.09502,1015.9,0
20190202T2300,21.875566,93.63028,1015.9,0
20190203T0000,21.145567,96.47864,1016.2,0
20190203T0100,21.325565,95.35868,1015.5,0
20190203T0200,21.005566,94.99641,1015.3,0
20190203T0300,20.375566,96.642784,1015.1,0
20190203T0400,20.395567,96.16461,1014.5,0
20190203T0500,20.305567,98.88354,1014.4,0
20190203T0600,20.755566,98.33683,1014.8,0
20190203T0700,21.755566,97.26324,1015.7,0
20190203T0800,22.415565,96.149475,1016.4,0
20190203T0900,25.185566,80.72203,1016.8,0
20190203T1000,25.595566,80.42823,1016.8,0
20190203T1100,26.135567,80.49513,1016.1,0
20190203T1200,27.995565,73.30076,1015.1,0
20190203T1300,27.995565,73.2119,1013.9,0
20190203T1400,27.635567,73.95761,1013.1,0
20190203T1500,27.025566,78.15648,1012.9,0
20190203T1600,26.645567,82.728065,1013,0
20190203T1700,25.085566,90.42488,1014,0
20190203T1800,24.505566,92.54931,1014.5,0
20190203T1900,24.205566,94.230774,1015.1,0
20190203T2000,24.365566,93.04813,1015.8,0
20190203T2100,24.665565,93.39776,1016.2,0
20190203T2200,24.285566,95.43519,1016.7,0
20190203T2300,24.095566,95.02801,1016.4,0
20190204T0000,23.185566,96.92708,1016.3,0
20190204T0100,23.185566,96.80952,1015.5,0
20190204T0200,23.595566,96.05653,1015.2,0
20190204T0300,23.825565,96.003075,1015.2,0
20190204T0400,23.875566,95.540825,1015.4,0
20190204T0500,23.285566,100.02743,1015.4,0
20190204T0600,22.675566,100.094025,1016.5,0
20190204T0700,22.965567,100.030556,1016.7,0
20190204T0800,22.665565,100.03341,1017.6,0
20190204T0900,26.055567,83.87334,1018,0
20190204T1000,26.125566,83.37477,1017.9,0
20190204T1100,26.605566,81.533356,1017.1,0
20190204T1200,27.485565,75.38442,1016.4,0
20190204T1300,28.205566,73.51263,1015.2,0
20190204T1400,27.795567,74.38797,1014.4,0
20190204T1500,27.295567,79.00043,1014,0
20190204T1600,26.755566,81.94551,1014.1,0
20190204T1700,25.265566,90.32655,1014.5,0
20190204T1800,24.985565,91.296364,1015,0
20190204T1900,25.165565,91.41592,1015.1,0
20190204T2000,24.595566,92.32999,1015.7,0
20190204T2100,23.955566,95.081696,1015.7,0
20190204T2200,24.425566,92.76983,1016,0
20190204T2300,24.515566,90.83015,1015.8,0
20190205T0000,23.835566,94.04736,1015.6,0
20190205T0100,23.685566,95.07437,1015,0
20190205T0200,22.235565,97.20993,1014.6,0
20190205T0300,22.305567,97.2108,1014.4,0
20190205T0400,22.345566,96.79659,1014.2,0
20190205T0500,21.905565,98.64416,1014.4,0
20190205T0600,22.845566,97.63224,1014.7,0
20190205T0700,22.565565,99.60981,1015.4,0
20190205T0800,23.585566,97.049934,1016.3,0
20190205T0900,26.725567,81.007126,1016.8,0
20190205T1000,26.775566,80.33039,1016.9,0
20190205T1100,26.845566,78.55952,1016.3,0
20190205T1200,28.285566,75.870026,1015.5,0
20190205T1300,28.475567,74.404396,1013.9,0
20190205T1400,28.405565,73.856514,1013.3,0
20190205T1500,27.995565,75.91867,1012.5,0
20190205T1600,27.455566,80.22052,1012.9,0
20190205T1700,25.545567,91.87575,1013.2,0
20190205T1800,25.065565,92.351524,1013.5,0
20190205T1900,24.595566,94.300255,1013.8,0
20190205T2000,24.475567,95.09545,1014.4,0
20190205T2100,24.075565,97.760056,1014.6,0
20190205T2200,23.415565,97.106575,1014.9,0
20190205T2300,23.025566,96.51336,1014.4,0
20190206T0000,22.875566,96.56949,1014.2,0
20190206T0100,23.745565,95.53776,1013.3,0
20190206T0200,23.605566,94.49719,1012.8,0
20190206T0300,22.305567,97.74646,1012.3,0
20190206T0400,21.685566,97.20262,1012,0
20190206T0500,21.475567,98.764175,1012.4,0
20190206T0600,21.515566,98.52223,1012.4,0
20190206T0700,22.615566,99.79118,1013.4,0
20190206T0800,22.425566,100.09646,1014.1,0
20190206T0900,25.645567,85.52449,1014.5,0
20190206T1000,25.985565,85.349236,1014.7,0
20190206T1100,26.185566,83.53247,1014.2,0
20190206T1200,27.625566,74.99546,1013.6,0
20190206T1300,27.795567,74.97616,1012.2,0
20190206T1400,27.595566,76.1814,1011.3,0
20190206T1500,27.575565,80.13886,1010.9,0
20190206T1600,27.365566,81.42513,1010.8,0
20190206T1700,25.485565,89.043274,1011.4,0
20190206T1800,25.295567,91.257805,1011.5,0
20190206T1900,25.265566,92.19417,1011.9,0
20190206T2000,25.265566,92.08339,1012.8,0
20190206T2100,24.905565,94.4235,1013.1,0
20190206T2200,23.815565,94.446556,1013.6,0
20190206T2300,23.375566,95.35502,1013.3,0
20190207T0000,22.775566,97.216705,1013,0
20190207T0100,22.535566,97.154465,1012.4,0
20190207T0200,22.435566,96.679886,1011.6,0
20190207T0300,22.345566,96.67838,1011.2,0
20190207T0400,22.145567,98.22395,1010.9,0
20190207T0500,22.425566,99.30805,1011.3,0
20190207T0600,22.595566,99.488655,1012.3,0
20190207T0700,23.325565,99.48476,1013,0
20190207T0800,24.035566,98.64647,1013.7,0
20190207T0900,26.135567,89.30122,1014.3,0
20190207T1000,27.025566,88.45827,1014.4,0
20190207T1100,27.645567,88.08221,1013.9,0
20190207T1200,29.395567,83.16667,1013,0
20190207T1300,29.495565,82.541016,1011.8,0
20190207T1400,29.495565,82.93185,1010.9,0
20190207T1500,29.485565,83.61866,1010.4,0
20190207T1600,28.795567,85.29887,1010.3,0
20190207T1700,26.765566,93.80844,1011.1,0
20190207T1800,25.955566,97.71249,1011.3,0
20190207T1900,25.655565,98.002014,1012.2,0
20190207T2000,25.265566,98.11768,1012.7,0
20190207T2100,25.565565,98.87996,1013.3,0
20190207T2200,25.565565,99.351166,1013.3,0
20190207T2300,25.035566,98.82268,1013,0
20190208T0000,23.935566,98.88428,1012.7,0
20190208T0100,23.735565,98.4088,1012,0
20190208T0200,24.595566,98.52812,1011.3,0
20190208T0300,24.325565,98.40983,1011.1,0
20190208T0400,24.385567,97.997215,1011,0
20190208T0500,23.975567,100.02034,1011.3,0
20190208T0600,24.145567,99.89857,1012,0
20190208T0700,23.975567,100.02034,1012.7,0
20190208T0800,23.135567,100.02891,1013.4,0
20190208T0900,25.595566,94.21872,1013.9,0
20190208T1000,26.725567,92.58982,1013.8,0
20190208T1100,27.895567,89.94458,1013.2,0
20190208T1200,29.605566,81.43875,1012.2,0
20190208T1300,29.245565,81.639534,1011.2,0
20190208T1400,29.255566,80.86984,1010.4,0
20190208T1500,29.275566,82.2738,1009.9,0
20190208T1600,28.705566,83.68935,1009.7,0
20190208T1700,27.035566,91.40188,1010,0
20190208T1800,26.065565,94.4581,1010.3,0
20190208T1900,25.625566,94.67121,1011.1,0
20190208T2000,25.245565,94.773994,1011.9,0
20190208T2100,24.635567,96.946014,1012.2,0
20190208T2200,24.325565,97.23419,1012.5,0
20190208T2300,23.965567,96.99609,1012.4,0
20190209T0000,23.485565,97.63776,1011.8,0
20190209T0100,23.465567,97.75578,1011.6,0
20190209T0200,23.595566,97.520676,1011,0
20190209T0300,23.845566,97.87649,1011.1,0
20190209T0400,24.085566,97.76014,1011.3,0
20190209T0500,24.325565,98.2917,1011.7,0
20190209T0600,24.765566,97.822945,1012.3,0
20190209T0700,24.895567,98.05798,1013.1,0
20190209T0800,23.905565,100.02107,1013.9,0
20190209T0900,25.645567,90.620926,1014.3,0
20190209T1000,26.015566,90.47915,1014.5,0
20190209T1100,27.005566,85.750244,1013.7,0
20190209T1200,28.375566,81.882286,1013.2,0
20190209T1300,28.645567,81.280975,1012.3,0
20190209T1400,28.205566,81.42447,1011.6,0
20190209T1500,28.045567,81.8453,1011.5,0
20190209T1600,27.615566,82.63438,1011.4,0
20190209T1700,25.955566,86.69576,1012,0
20190209T1800,25.645567,85.36933,1012.6,0
20190209T1900,25.465567,85.66347,1013.6,0
20190209T2000,25.625566,88.2516,1014.3,0
20190209T2100,25.375566,91.536835,1014.8,0
20190209T2200,24.615566,91.3871,1014.8,0
20190209T2300,24.535566,91.71519,1014.6,0
20190210T0000,23.525566,93.466675,1014.3,0
20190210T0100,23.225567,93.45482,1014,0
20190210T0200,22.915565,93.32834,1013.8,0
20190210T0300,22.665565,95.45308,1013.7,0
20190210T0400,22.655565,95.27811,1014,0
20190210T0500,23.145567,98.169106,1014.9,0
20190210T0600,23.485565,98.170616,1015.9,0
20190210T0700,24.075565,96.41439,1016.6,0
20190210T0800,24.055567,93.03527,1017.7,0
20190210T0900,26.335566,84.56236,1018.1,0
20190210T1000,26.425566,83.2051,1018.4,0
20190210T1100,26.865566,82.10635,1017.8,0
20190210T1200,28.145567,78.21375,1017.2,0
20190210T1300,28.455566,77.36867,1016,0
20190210T1400,28.655565,76.519554,1015.6,0
20190210T1500,28.595566,76.92534,1015.1,0
20190210T1600,28.275566,78.607605,1015.5,0
20190210T1700,25.945566,85.91418,1015.6,0
20190210T1800,25.685566,87.831474,1016.3,0
20190210T1900,25.385567,88.982735,1017.2,0
20190210T2000,25.105566,90.64455,1018,0
20190210T2100,24.675566,93.84954,1018.6,0
20190210T2200,23.935566,92.91745,1019,0
20190210T2300,23.155565,93.33814,1018.9,0
20190211T0000,22.485565,94.75044,1018.6,0
20190211T0100,22.175566,94.85705,1017.9,0
20190211T0200,22.135567,94.4492,1017.8,0
20190211T0300,21.795567,94.031624,1017.4,0
20190211T0400,21.455566,94.48427,1017.7,0
20190211T0500,21.715567,95.8397,1018.4,0
20190211T0600,22.455566,94.22884,1019.1,0
20190211T0700,23.275566,94.4867,1019.7,0
20190211T0800,24.105566,94.170525,1020.7,0
20190211T0900,26.575565,81.28376,1021.4,0.4
20190211T1000,26.455566,82.308525,1021.9,0.6
20190211T1100,25.695566,88.150444,1021.2,0.6
20190211T1200,27.165565,81.84404,1020.9,0.1
20190211T1300,27.485565,80.22423,1019.8,0
20190211T1400,27.345566,76.607506,1019.3,0
20190211T1500,27.245565,73.89523,1018.6,0
20190211T1600,26.755566,73.7261,1018.7,0
20190211T1700,25.075565,82.353615,1018.7,0
20190211T1800,24.835566,88.72932,1019.1,0
20190211T1900,25.265566,89.189606,1019.5,0
20190211T2000,25.795567,87.6812,1019.9,0
20190211T2100,25.015566,91.5184,1020.4,0
20190211T2200,24.055567,91.63506,1020.4,0
20190211T2300,23.125566,91.41831,1020.3,0
20190212T0000,23.925566,89.42424,1020,0
20190212T0100,24.165565,87.179794,1019.5,0
20190212T0200,23.515566,91.66274,1019.2,0.5
20190212T0300,22.505566,94.86706,1018.9,0.5
20190212T0400,22.685566,91.394165,1019.1,0.8
20190212T0500,23.555567,88.149666,1019.9,0.3
20190212T0600,23.445566,89.55583,1020,0.2
20190212T0700,23.295567,89.21718,1020.7,0
20190212T0800,23.445566,93.91945,1021.2,0.1
20190212T0900,25.935566,84.83047,1021.7,0.2
20190212T1000,26.185566,84.752075,1022.5,0.3
20190212T1100,26.185566,86.76714,1022,0.2
20190212T1200,26.345566,85.023224,1021.2,0.7
20190212T1300,26.885567,83.80614,1020.4,0
20190212T1400,26.915565,83.70853,1019.5,0
20190212T1500,27.115566,85.35035,1018.9,0
20190212T1600,27.095566,83.77713,1018.8,0
20190212T1700,25.815565,86.31863,1019,0
20190212T1800,25.255566,92.30462,1019.5,0
20190212T1900,24.285566,94.57541,1019.6,0
20190212T2000,26.065565,87.22846,1020.7,0
20190212T2100,25.865566,88.58838,1020.9,0.1
20190212T2200,24.655565,90.12603,1021,0.1
20190212T2300,24.915565,88.19897,1020.9,0.2
20190213T0000,23.845566,90.07548,1020.8,0.3
20190213T0100,24.045567,90.472534,1020,0.2
20190213T0200,22.965567,92.42211,1019.7,0
20190213T0300,22.305567,94.91913,1019.3,0
20190213T0400,22.145567,95.14745,1019.1,0.2
20190213T0500,22.695566,92.12644,1019.3,0
20190213T0600,22.725567,92.41068,1019.8,0
20190213T0700,22.675566,90.49988,1020.1,0
20190213T0800,23.445566,93.63427,1020.6,0
